DATE,TAVG,TMAX,TMIN,PRCP
41,50.65996412564205,62.75034922339257,45.77230311888493,5.112278818071614
42,50.087459618749975,62.646305426347,43.31543780999897,4.402617958199295
43,57.40155079046358,62.78787446875907,44.21851179093906,4.624870715579411
44,52.48069563649669,60.60455136454987,42.262701133712866,4.503869212292649
45,52.623851396777624,65.2984598493707,43.957515858812435,4.188492905556169
46,50.99440927990015,62.04775254729093,45.17064333301471,3.921759528337696
47,55.05498071166382,59.62229167030643,46.30856274426024,4.254193544854705
48,50.2722043048841,64.10260203659405,40.12197541271124,4.843655288868964
49,53.074519439572065,62.49333710813259,43.719521401968,4.166731257261308
50,51.70906687761265,62.306116884685146,42.06828526085917,4.015769580155234
51,54.27380499571852,62.308257099898,41.563824305102045,3.901578826651428
52,52.478389724862254,63.29087392786058,43.950390218757114,3.46482772344185
53,51.138735631755175,62.39351391574417,46.25009281155905,3.8696317317624693
54,53.44363554332269,60.95300083501108,42.48331876772751,4.459196274136033
55,54.356663741060835,59.66162898421271,43.57043006150467,3.8170827035856365
56,53.63303444476634,63.10690386518926,44.1268030743532,4.3217560194332005
57,54.104943795479564,59.46358658962113,40.32210711012298,4.042451921896686
58,52.23135581263807,64.73941545049775,43.379825808403965,3.745141567572319
59,54.27451766802572,62.49227807649167,42.802636956179015,4.38492804074628
60,53.6550791044481,62.700771956068316,44.771659597605,5.770978848185351
61,54.280893676918915,62.43620061390525,47.85879597697577,3.1261262807097703
62,53.37370743591109,61.6738446636886,45.899437536294364,3.637646382952931
63,51.54743479533665,62.85480288067502,48.87306860532304,4.051863171385497
64,55.35485228450751,63.83274909548698,43.349539377473086,4.211300002673937
65,54.19643812758348,59.744791914597705,46.662314416925796,4.291798094212266
66,51.73960330606791,59.5095450184426,46.10474613831892,5.576927079642446
67,55.92556451105155,62.96827014535299,44.310109228540455,5.182988963052341
68,53.18540327123352,66.16679368491214,48.266859701568734,4.250531944775431
69,55.10389079159228,61.79912028679984,46.152178547225965,4.467046890857664
70,56.45818112435507,64.24732183184273,42.49094847847261,5.367232659550407
71,55.25796582151482,67.26111363115993,44.276271887761794,4.054636264807419
72,57.2788013690866,61.753182833552245,45.897352989523625,4.358195380642623
73,52.530348359292695,63.52328766766649,47.68921889606282,4.177681433359113
74,55.8046832823551,62.913695037622475,47.46559022930433,3.6508486052484184
75,53.63037981811937,66.1839351639958,45.36387962088473,3.403175370955793
76,53.258405701636235,65.32774553045705,43.408546824645924,3.95751495671079
77,53.84230067047117,65.63532169346958,42.00603086402483,4.707212325345074
78,54.376894935745256,69.39283412551971,44.308245571797144,4.459074249588356
79,55.112330684459494,67.65895044561815,44.71298008225757,5.25464558327853
80,52.669700318433286,64.2019105966192,47.06397055449244,4.704299981301277
81,56.801652973908375,63.99601608948368,45.76315758764308,4.690147882296455
82,55.93132487946092,61.502348222660466,48.173139010800554,4.255682461408821
83,51.92751262744555,60.97167062513491,47.927488275358606,4.170563927833918
84,57.9765043875912,64.30071685844426,46.36596798676973,4.334759088872856
85,58.791778352061165,61.80120907323496,47.050979219277934,4.483369054605694
86,57.3575591423193,65.65071085876538,47.906399631224524,4.111887683343138
87,54.6401503283753,62.816561424554344,44.5157857213214,4.40374765044377
88,52.858494756978914,63.23411321099005,51.539339191904574,4.129264256426573
89,57.108903453862276,61.29463891788168,46.70491186241477,4.3692199944086365
90,56.49364610605364,71.7203070484378,47.55546198990673,1.7671857586646516
91,59.74489014076485,69.01765909804621,48.15382520038094,2.418938538317126
92,57.71654995615372,66.08013951786083,46.796708935657385,2.8415130007120264
93,59.253278072967426,67.80229406429231,46.58223046468526,1.8358051828517357
94,58.0127327943488,70.14618261596237,46.05093173309682,2.5636188350011957
95,58.71314633638389,65.64434985154618,47.64342563061446,1.9945462730591648
96,57.321000041441636,71.31319736541224,45.325026007993564,2.296620176080544
97,60.87174098781167,65.43565021117442,45.30707198214317,2.457682535354976
98,57.55382418540724,67.145277033457,46.706266715692216,2.4075187451780105
99,58.1039787268894,64.19924320870567,47.28239523551606,2.396290070117994
100,61.06630139411251,62.42297774789075,45.32539285875937,1.7533159619424208
101,54.6044818777151,69.52018156107164,43.36363563108678,2.361581866004281
102,54.75903000302853,67.67140418402678,46.94780370158438,1.7368345392504463
103,59.23879341631602,64.03227803937094,45.538806288908354,1.535278003717076
104,54.953753189771675,64.21879758974012,48.06048852675162,1.7704754499186475
105,61.18724237129858,69.79072279931383,47.16407300693425,2.0099376563608544
106,56.472762038480504,67.19880978295456,45.686585588974765,2.5403351588935883
107,55.80509037711848,70.36288649419316,46.173690049388405,0.8581937298050668
108,61.14588405296077,68.77317353647261,44.75291250791007,2.2756206588073
109,60.261029582868844,67.36687430489232,48.18904788922876,2.191089606361712
110,61.03511792085314,67.5646599615365,44.49658005222914,2.818711491682462
111,59.112089316550765,66.38985270550671,47.839952563275496,1.8649840246404414
112,55.57754862989059,67.69557221845801,46.92999578858961,2.7153579313289646
113,61.120129906198066,67.37803003598023,45.652595472839174,2.684126455421632
114,56.76399325809724,69.1750333453178,45.60708146767248,2.015357005217424
115,58.904912791592785,67.17316311784784,47.60191140982717,2.270598280560057
116,59.194503935547495,69.14711098373748,42.85061894985654,1.732023852274464
117,56.98997981381833,69.3412645815498,50.444740517575134,2.165779221514577
118,58.528158740692156,67.86152521396475,45.66602420673685,1.693166192740095
119,59.14441334313305,64.87406333200164,46.03034579740427,3.1331026639415906
120,60.65285106231126,69.97904658789543,50.21519122485757,-0.4930171413254184
121,57.70119841883161,66.48785070802766,49.02092229293324,0.7174462382294358
122,60.49647634841211,67.88675675729506,53.4846517141841,1.1932301202769309
123,62.552771793374056,71.7608366663206,49.89640955158931,-0.2911539122473258
124,58.51086428053727,71.28978557885506,46.573945540777366,0.9780636875310633
125,59.600730919344656,70.29358224313002,48.48934181491221,0.04240246267612224
126,59.029692896556725,69.69513368600515,51.230103740015,0.0388379821269772
127,63.598527456958685,68.82119810755944,46.88684083923335,0.8782322450189131
128,61.24458951402487,69.27437583411631,48.1943690321228,0.8770213936093605
129,60.71492367248222,72.23050303454801,52.90280057109538,0.9499439426643689
130,58.36016785110937,71.25335851471966,49.94039680393763,1.222387702861722
131,60.97849838258363,67.55756701291865,46.264792879056905,1.343659054117385
132,58.551334678685244,70.69770568512911,48.328367391167795,0.01914686400452903
133,59.9636611165487,70.57992565937641,50.19234953996255,0.7343807264573179
134,58.62830784324224,73.59734694675616,53.08503519602558,0.8340898461765396
135,61.252866589892996,66.78489650103181,47.76826853191664,1.8468442842964778
136,61.05318163322988,68.73374092180684,49.53884702224338,0.6738815370081443
137,59.48340248884401,72.24725167243288,49.005442074922456,-0.5761099782292033
138,60.69201342532329,68.0781355511755,47.53396847701379,-0.17668116443946913
139,57.713876982538984,75.07124326468488,47.00796594827604,0.45149643382923604
140,56.91748481458879,67.94211155575677,46.69762290652069,0.2036023823896016
141,60.77878340252907,70.35824429043824,44.81922722996556,1.650335415752476
142,60.233346990745055,71.41909511591,47.92149989823533,-0.01917233467407009
143,61.17006287378421,72.06207428505648,49.12424426400181,-0.09057524125144045
144,64.66628954972788,71.73041696951009,49.451784040517325,0.19603456480776504
145,61.788958973980826,69.37584492742884,47.02512753789428,0.28465444971119247
146,58.07435554911168,72.12641401128565,50.38898614026163,-0.6975701788262202
147,62.13403257619171,68.79069502440461,52.39299135104313,1.16398239012215
148,57.26818517897696,69.23004571467433,48.24385235303316,0.22314173907299206
149,58.97683079037058,71.2132849223495,49.63352746772671,0.6118230026949676
150,59.76351678935074,73.31915391584532,50.871831492107994,0.2819389697420707
151,66.22668544329873,73.64365752517942,55.205413937893816,0.7423906273999212
152,61.31049035590312,72.31931693528965,54.66338245071129,0.449525144129667
153,61.147122922681966,76.51954381462645,51.688775684142946,-0.008463913178622773
154,62.60309495114913,71.57039993500143,50.16640893773928,-0.23446411571540088
155,61.47304342727578,77.77636297807337,52.832089705498284,0.22433350099528432
156,65.05327184421301,72.13183462308355,52.56407753273867,-0.7265814057746335
157,60.64013698327315,75.38189689364259,49.398384401819705,0.2688514133976409
158,60.50506269517779,75.95338245104908,50.44216291083012,0.2508139584673804
159,61.92435991051113,75.67006810892565,47.54201241655691,0.4491787486425921
160,61.80393509861539,74.55400527527993,51.31269879947386,0.2681560697433354
161,66.65906410763397,74.19905910373596,50.39258368551251,-0.3954011786543281
162,64.69884161385151,70.79363899721135,51.815523909100726,1.1278911835312735
163,62.97510248277038,72.53836072457534,52.242872900509326,0.6832286477288101
164,60.34912896233966,75.54928937471115,52.40728136399699,0.0648494552939555
165,64.4887259528031,75.42673833323481,53.77242740536891,0.09157328870481041
166,60.79956930522087,72.02423738877805,52.325511571149335,0.5083833322341148
167,59.71045780644477,74.79395803979016,51.64921363111458,-1.135419613926011
168,65.1760595847046,74.60406197718025,54.44585320350933,0.06174082757097038
169,63.4338852238497,77.60183768490653,51.39562108274922,0.07879576218125658
170,64.64171764756163,73.26319768052741,50.83319706429692,0.5040565159073548
171,63.43745530588604,73.06028546372737,51.05005408970758,0.17486569152991305
172,64.51366122380539,72.2531140633477,50.464141953124745,-0.32454529022338685
173,61.4979488133997,72.10144305836118,49.406730391288995,-0.6530933432337388
174,60.73151431643107,74.84989672312217,53.469731672112786,0.04848141029668607
175,64.16318903656325,72.69131772184204,51.301112473548486,0.4994252743031374
176,61.193180671652314,76.24940771594034,54.98373775753145,0.49292742032346065
177,61.420900444499594,72.84540187737088,53.762694415934014,0.3755168822640618
178,61.88893499296531,77.16799135040682,54.626133982801264,0.3092677888826843
179,62.83495831805011,74.93545091584622,49.37958480901811,0.4969181022389699
180,62.09201217749303,74.61676725279969,54.83386102375819,-0.10722239683927709
181,60.850097413163965,71.79914287433307,50.04204007833114,0.6292044606794437
182,62.312763194334224,74.758228372398,49.18845901973968,-1.3053133752422925
183,59.153193695551145,74.19104395304684,53.71054632560381,-0.7560361437209359
184,64.85046290205437,75.36416520675252,51.510551203995824,-0.6276697460944486
185,60.39588468878651,73.0783054034832,53.26135186401321,0.7833708170605452
186,61.3912333211431,71.19274024738736,54.85747369676699,0.8289777988987893
187,63.70433015852195,74.6504431977698,52.78149190159311,0.5115032500983763
188,62.120874007217374,74.37957449339844,53.71586144034084,0.5049070064660561
189,66.68602919081347,74.58778472106549,53.12410892300776,0.031231263609379896
190,61.01428618055311,76.11130032495336,54.868258882473015,-0.22856421429012572
191,64.13410173869836,72.22071873440873,50.35651750727656,0.5749041536864528
192,63.52143436354501,69.33649972460987,52.622430611338686,0.34553241958498676
193,61.26381300451761,75.05005400469386,54.09000514982489,-0.15371321217005723
194,64.64655332106351,74.9118250404062,55.38922667001863,0.3757064551837147
195,63.2569073375555,73.14588738836099,53.23109595342525,-0.40737810814437525
196,65.14358110242733,74.44119640312776,52.9686636948144,-0.10049149589896401
197,65.24700830792746,72.00443838054953,53.16363738903129,0.42529583982268837
198,67.92647189856137,69.88760557600693,53.62563484572272,-0.04538192920620285
199,66.27305589887278,70.71417710322876,51.96484060715387,-0.49324311189596903
200,62.86163632411512,74.18472227975404,51.10133819555583,-0.3834157816552783
201,63.12124164484815,76.86542082958742,51.9981613733754,0.15283950535020865
202,65.79931919177423,73.32096322338981,53.716389582300884,-0.5836016223297585
203,64.9105274614452,75.72787582033465,51.61667045083982,-1.3327235546173506
204,64.88026305219519,72.91133605705085,54.41721515823287,0.6018600880633274
205,60.36608791137833,73.98912195424192,55.423324545832905,-0.24089697707486785
206,63.55134775120213,75.69312144771713,51.83205823241349,-0.37152267279339035
207,62.12393818158863,74.36635977021857,52.79534626350882,-0.3699659502133838
208,64.15984919808648,73.01664330259946,52.193677390771455,-0.8603010353112527
209,63.40369922071409,72.36939527295165,52.84486050975814,-0.16846887075878259
210,65.42035781618519,73.91494375015253,52.77674815453612,-0.1547661844543531
211,64.2344364303826,76.46420418553268,54.1142455019988,0.08720265731683419
212,65.97265592421796,71.55869081263506,55.507244016149976,-0.7976172314442834
213,63.46716180652812,76.41866152305332,54.43503077566454,-0.3808340239109411
214,62.5111074881635,75.26729398559557,51.74680903645023,0.47513492356037107
215,63.57990061359491,72.76177546619854,54.76917718408706,-0.20658397033533987
216,64.36595917227713,74.66325254175796,53.531611635669876,-0.7273451233127161
217,65.15830347111017,74.29192910653694,52.393054243211196,-0.6279412717223343
218,68.91861790138171,72.8045192702291,54.96321350012002,-0.4377715084699085
219,64.31548569667872,73.62112978029263,54.09584083534203,0.5659685451023662
220,62.488109999014455,72.18742539842623,56.918059304497284,-0.21021516305673843
221,63.708036448601234,70.55695282517875,54.680395536609645,-0.11819489151686279
222,63.47280805070782,75.00247287531987,53.179319256478415,-0.6403964596710959
223,65.36296294754693,76.78897890010161,57.007977675965805,-0.5172974765440228
224,61.31840597111076,77.96669812261594,56.21980220726714,0.9061794421182326
225,64.52652398840067,72.47724290428822,53.263590561490254,0.2772234906721045
226,64.71301307593076,78.99473033026067,53.819370210988836,-0.0427992398245097
227,64.86436207240055,77.75261346635077,54.65514224036572,0.6370183254762518
228,63.20536786206928,77.5469500681079,54.85934159102524,-0.053755477416929924
229,63.92415654052799,73.1286672148661,56.827869606020805,0.07695437147218866
230,61.55187818203494,73.5754967498371,54.909049391586706,-0.11435939949847132
231,63.41336023327562,70.82328516420111,57.5513635721469,-0.19030010091761762
232,63.31427704796657,75.08231847345316,53.28020895555636,-0.09571184251985791
233,65.23210009252286,73.91279415215554,54.393739173699,0.5966334395120058
234,62.087635136356184,75.02358137610328,56.00241661979327,0.26457931502217985
235,65.96239620342,73.03096392938396,52.97413412453169,-0.0691347434221689
236,67.38896908898275,76.04574093628452,55.32151747024611,0.3558381280640236
237,60.26002994997294,75.38637621923154,57.714112945521734,-0.04511339009776251
238,65.25251746155621,72.41175384062456,55.569959293298126,0.11491129695733121
239,65.7538160700605,74.60822410897742,53.82624355368496,-0.12421109070836771
240,63.125125948895544,75.26936900197171,53.37940528475919,-0.10054439795915478
241,63.60545637134241,78.71688311242315,51.31125208938214,0.7144124036164512
242,64.1342388448261,74.89156169419802,54.09548300549448,-0.22407597789832126
243,64.80441824119654,75.21918200569125,58.29003963794787,-0.47274083398917954
244,64.78197406190576,76.46747389645553,54.159723276752786,-0.22924575600028044
245,62.04799238734005,77.03755306825515,55.30972505385709,-0.12213233855488922
246,67.70466312956624,76.8328094227262,56.1712092396117,0.7993802631428039
247,67.55923718407365,73.4170562139615,54.3686737167673,0.1048143589905667
248,63.7732714815916,76.43684620957096,52.97851869996622,-0.20190291069024854
249,62.46715134439498,75.71338221075037,54.67286902603315,-0.7809090305576849
250,66.44212975290553,76.57897407753666,56.318179589604604,0.8456943219125561
251,64.24842406037388,81.34192481069788,53.18714932395577,-0.875335130608098
252,65.68390632664156,75.43541878523757,55.20957242262372,0.6834058568352677
253,64.76134316570982,79.97588200820027,54.76117010567327,0.6512084499852315
254,66.78307750214037,79.42123628868698,53.454863753886094,-0.3023176825033038
255,66.78949828731201,78.46699563795114,51.68722392360833,-0.0026980546772408243
256,63.94880524307284,77.10622083674257,55.841679641419375,0.03425605754280478
257,62.633272089209896,78.40878684178176,55.65355059515513,0.0868086639660652
258,62.234123205329844,76.2001604435765,54.178351105590224,-0.2652228212257073
259,66.62075875821442,76.00708173717533,53.03559587457601,-0.25306579173577237
260,63.02228148443195,75.60427665571628,50.83650807442594,0.02886259173592101
261,64.38636729140264,77.6478031818943,56.27590603137873,-0.8260052171756095
262,64.20737192309899,76.68045883604822,50.647504533194905,-0.21182592865596253
263,65.29486540746092,76.62082986800276,52.03578762406866,0.3736951685313262
264,61.52744038830699,79.9404576254295,57.24654322687985,0.21288952567005037
265,65.77755719358767,75.69050297643507,52.66903739932724,0.45225262817241774
266,66.44778204766841,78.57072979064621,53.667947002454476,-0.35908237299667534
267,65.57684417408933,76.05614476571571,51.46362981816345,0.034937633328612924
268,64.77822765660306,73.915609948473,52.474308338751825,0.6759397095301566
269,65.59480033253757,74.24809910431922,55.34449716596531,0.26057298426283615
270,66.19809269128027,76.11689525470027,54.32144568551468,-0.9019807300757435
271,59.854814487146704,78.35922297941087,58.20459595086197,0.3883669389025229
272,69.3118246165014,78.38357278865932,52.262366925118705,-0.1379050247148352
273,63.88018664537586,73.9186256946518,51.70674704757744,0.9279545810015459
274,61.79518283522596,75.63684341771025,51.46534766580845,0.5971730737331167
275,62.3180932496248,74.55252622015152,49.87263005744116,0.8206030490056505
276,64.08748355469838,73.8770193615239,52.353506115554495,1.3370938002099713
277,62.86779212193127,76.10946253294476,51.41179155881453,1.2484555865727733
278,59.03863106443701,76.77578780071963,49.25516731732854,1.7442666019483282
279,67.22898572271865,76.43205478519741,53.46696871055081,0.12418259171588941
280,62.878918685535055,73.78625407802272,50.38231222543389,0.19486392304818057
281,65.1403454234316,75.53541525571629,51.25039097015723,1.5971613882824884
282,61.715900304431216,70.14150865693712,50.072827247841694,0.47933399689933065
283,66.1727541084916,74.79013384546647,49.45255784982265,1.1722888784632308
284,63.67268737778456,75.12200473147051,49.56893242333256,2.0437974511559647
285,64.3176876689509,74.70395039791158,52.62382032311779,0.9413596001212465
286,61.00949326770609,73.95545454008987,50.19921357783499,2.243716303623712
287,65.5222905793654,77.00954637250453,52.3954738911517,1.6730510325345693
288,64.47963632906958,74.21352459851798,52.23114201367641,1.147354350248626
289,65.70369245913,74.12092412902773,53.355667792455506,0.8358045655363977
290,61.843824880716845,73.91812650696839,49.126037476128,1.392671831597456
291,62.13794576307843,76.46821075863414,52.33765132292919,1.012399100644834
292,67.70783339536789,73.81508075242066,49.987483655698476,0.9989611642274485
293,60.97996835455691,72.73130126402687,53.262789561438545,1.5670040827312082
294,62.82810059864336,74.18248291678617,52.93091142967001,1.4355505078395507
295,65.37378272520539,77.81542751575084,53.01514169018354,2.043713258612094
296,63.295449935429716,73.79862777026096,52.05940752438312,1.081820738746978
297,64.26590735950658,75.63154326847071,47.14324127839106,1.1785048097434756
298,62.30110194147425,73.84377852236807,48.901027432111974,1.949603059803533
299,63.840111775695036,73.84650637058687,53.22744326593129,1.4830287516883607
300,60.48694629652937,73.27831723246142,50.495523893716886,0.7524819221713103
301,66.41626135923637,71.96739188130917,53.814692012951106,0.7545215869682235
302,62.86367190974286,74.18043674317977,49.21657456544747,0.7780383560621896
303,61.7396435920063,75.83691150514096,53.38886769031676,0.46929453160875256
304,58.03276616406383,69.35238592713733,48.13819506389415,1.8819320276518938
305,55.7785604252229,67.08373899250711,48.38169810743439,2.168400016395065
306,54.03148305719449,64.5662778433758,47.58537015912762,1.5960044221903773
307,54.00656498840489,67.69100919982074,45.3136445573223,3.5136078818370686
308,58.087546305380265,67.10805834771676,46.54105860852747,2.1728708641181735
309,56.38085312370747,68.99672638187961,48.49079448098124,1.8533801908971275
310,56.43259688066313,70.37922091199384,45.517721610479015,2.5814253385810484
311,58.855487611952526,68.62921551042805,49.80980169281272,2.788405647122805
312,54.44634838248652,65.41448360247759,49.441881238103164,2.262331760339033
313,55.23864449427035,65.881540912599,50.036235987358005,1.7795176376853346
314,55.930240381637454,68.51588105881326,48.80808407221614,3.1820883427182243
315,56.88870317863415,65.18461372812685,44.57642034342757,3.187589118078485
316,56.61565709741885,65.91903307113132,47.72977970149962,2.397811471684559
317,56.126225615220186,67.46868048145055,48.83333931814806,1.864468342613338
318,56.57674719580871,68.34121210917556,46.15570660320571,2.5738132037576795
319,56.48538944741765,66.64582153844378,45.43479158762509,1.4804551556893961
320,55.260791222896415,60.41496035600173,44.607362240504564,3.108679444811052
321,55.074014022891845,66.87873192936239,45.18329191850588,2.956139967800453
322,57.24903271544788,65.57590160933579,47.91643923353847,2.6546852923977196
323,54.91816983400895,64.24815800574359,47.552611787342734,1.8913432394355278
324,54.385289481618294,66.24826033224171,50.24930985700761,3.0014230830658413
325,56.075415497748615,68.4409282997181,47.33973127672018,2.3770005165513814
326,56.38466596767237,63.94024554121235,46.993319326322826,2.2421786384690554
327,61.213446994596424,69.37984598279456,48.38545003411712,2.7265563949609066
328,55.29059944828754,68.157460201445,45.503513887064976,2.069315462168861
329,58.58652144993899,68.06832725023273,49.445668346648596,2.4527356212689786
330,58.19437666840927,64.57058281157938,49.142401538652216,2.3526377962183114
331,54.32211008959253,65.69751510564296,45.20803466173837,2.1354510653262806
332,58.2465059548052,65.43433025661825,47.7797696255535,1.265752970070436
333,54.332238719613365,66.20068191586736,46.8200255265307,1.990554197103437
334,45.78165552400652,58.775590398680194,43.70305311604613,4.750692455271551
335,52.312639048718765,58.26530223836194,45.49074748622118,3.9410625086172177
336,47.588218833124564,58.54414530775741,41.77170855420263,5.857254322473562
337,52.00186892361183,58.476759366077644,41.18183715854159,5.100822696320499
338,49.73197820452557,59.43496772611713,45.241954455282844,4.158275457929205
339,54.41910159237975,55.5963659292098,37.850902472184636,4.4425418444356835
340,53.23701879863202,59.873156697654984,43.35268575544477,5.689033253316153
341,50.19322839229723,62.29454339676589,43.36227130457255,4.082921148065982
342,49.724324777942634,61.0450016945675,42.942581339917005,4.063273391472886
343,48.67184519381176,57.00820554708535,44.1389986276652,4.193466773541107
344,50.21815473541482,60.98921604742071,41.563222937884326,4.340677919553251
345,50.539289009630984,63.479255705198085,44.249412180385704,3.9619260063334827
346,50.37061291121663,58.414887480995475,42.30461474919998,3.982923199830374
347,51.41340771054473,60.342063842585794,42.07363887056086,4.968988491316995
348,52.25704299545776,63.498760799959186,41.50138369082717,4.270266016830858
349,51.79930891398635,60.96059125518738,41.909725480763775,3.9408305403950648
350,49.57171215218712,62.00144120240499,43.80971598564784,4.450913582327121
351,48.224417052396845,56.70954888898253,48.22556323191486,4.426272734937271
352,53.82906369620494,59.37124171593513,45.87604518749923,3.9470883946289814
353,49.72110163090013,59.6839382052769,46.032702185356406,3.96758965164281
354,49.79541280012997,60.028574258585806,39.13171985421869,4.296115253307078
355,50.05762137539778,60.47901509281152,45.409080483928086,4.327596404119713
356,47.4138608996867,59.21235011451999,41.983107819166435,5.022615507418329
357,50.14405199191903,56.27521172797836,44.70334145908896,3.765931357969059
358,50.140688371984105,61.032544829254505,40.3315802207143,3.960768072039734
359,52.340716596687024,59.65772065730289,44.7036684334809,4.427627785118066
360,52.496914298214676,56.542766740800275,41.8265947735349,4.475843049468649
361,51.10754177817254,60.41799164165499,41.029263377813294,3.295063125344026
362,52.96369674822861,60.00596002493121,44.906853225096455,4.3749954198699665
363,51.77992996760253,59.97406909534931,47.19427670595161,3.816653036681225
364,51.06863577679489,58.32632958361088,43.863630418403616,4.652590041187787
365,51.82185633659645,62.968811289839806,44.632693429558856,3.85279272473581
366,51.1186930128372,60.842453262017116,46.78021795663265,4.135991672950884
367,50.7103009719331,58.12009187971562,39.880633610616464,4.338768231926754
368,50.964532926212065,56.61448411912465,43.211942589868414,4.407078065095829
369,49.24397733705999,58.16533563441777,40.32875234540353,4.16217726712035
370,52.06088341063259,54.96075341339557,42.435872039227334,4.080999318008698
371,49.51375277814084,59.17888031190576,42.837205566177715,3.784832704263035
372,53.183262528147274,59.957914101183995,47.22588273787741,3.9458878370467203
373,51.001082839678105,57.28466713055535,43.757939778993546,3.571032964836708
374,51.598989963300184,58.60911281832906,43.93967782931012,5.029564064562344
375,52.487673552561915,62.80656530028953,42.44874340254086,4.308732912636555
376,52.78662893012586,59.91458267131933,43.283511442388644,3.477529357257901
377,48.358753182733096,62.7706870880696,44.62080534971014,4.56849667567943
378,51.08619264767206,59.33009716587793,43.09246969135739,3.47275471638707
379,53.26035782416157,59.34643457334701,42.785684639939284,3.814577702384417
380,48.10378836113549,55.30149190934456,43.40628405068017,4.240865172409183
381,52.274560950790125,61.15857749440573,41.034952294523364,3.7531599298749523
382,46.98887154119562,61.901116480097386,39.710755452619054,4.125746138536737
383,49.45498631272879,59.01526391229354,40.766016819857725,4.497286559821492
384,51.57726110368038,59.07939154933985,43.69586802129512,3.333421902023935
385,48.18656979535609,61.32607275598792,42.09206183243525,5.0258761486263825
386,49.5289785246317,58.22740582020925,42.667830817963086,4.600024999987125
387,48.55632998507283,58.13535136198385,42.24548299915856,3.9337059168862227
388,54.796269864415116,60.33419633232649,42.22985964422933,5.264042982749787
389,51.82845551097467,58.48749730403037,42.81516640014939,3.712054521662432
390,52.63458055570534,60.9221157681593,39.70293932963744,4.786106108146947
391,51.05464979896969,57.859380969501125,43.10213236376257,4.0982946432293526
392,50.7931365024856,62.71901783826212,41.89745555006069,5.222256324186612
393,48.267051622697934,61.012927368510375,41.96939802066507,4.4244993886610695
394,50.916325274504274,59.831702358200296,45.5556831492996,4.161342506093135
395,49.97701557637675,57.9527387349081,44.646347455880715,4.179994500675789
396,55.21584784858467,60.384492200255025,41.10632421906148,4.2490020539910835
397,55.78220373331515,60.70552593863484,42.796601974287384,4.231526558064385
398,56.43315743114835,59.63559340172605,42.654949131576714,4.133061136457456
399,55.205103878922465,65.18086063595526,46.346648193240135,4.0891339407230065
400,52.30269212615403,63.184149678153545,43.709991138911285,3.9861913403280194
